tsne1,tsne2,label,label_predicted
49.27055,60.228165,drink,4
35.951168,26.214945,drink,4
-7.9588413,41.578617,drink,4
19.232056,50.93986,drink,4
20.501743,35.45291,drink,4
12.901204,45.51734,drink,4
2.6193683,51.770126,drink,4
22.359673,19.505966,drink,0
24.821377,54.319355,drink,4
20.11204,50.834564,drink,4
17.000557,60.205757,drink,4
28.296055,41.0145,drink,4
25.793066,49.7497,drink,4
24.093897,24.806013,drink,4
7.304747,25.462921,drink,4
45.482456,27.356249,drink,4
-19.250914,42.306484,drink,4
41.264725,40.86796,drink,2
2.3976371,43.4276,drink,4
18.457489,22.006355,drink,4
28.254107,42.28991,drink,4
-3.0955155,41.223568,drink,4
22.336554,36.107174,drink,4
25.26468,49.335835,drink,4
33.54845,24.635317,drink,4
28.948812,53.048176,drink,4
24.98351,28.526672,drink,4
-2.308795,44.10732,drink,4
30.506414,19.947365,drink,4
27.369102,5.1079283,drink,4
28.231234,35.023804,drink,4
7.4875436,22.520153,drink,4
-4.2100635,18.387985,drink,4
39.88432,33.845272,drink,4
32.73179,58.252823,drink,4
17.000557,60.205757,drink,4
15.120823,16.247606,drink,4
12.895773,27.875694,drink,4
27.359264,40.13251,drink,4
5.590788,13.872418,drink,0
22.820972,35.0167,drink,4
15.989298,18.999113,drink,0
23.209467,52.889854,drink,4
8.080245,45.09309,drink,4
28.430517,32.931984,drink,2
20.62759,47.36205,drink,4
13.446667,26.460688,drink,4
-72.67002,0.73347217,drink,0
-25.090355,35.504578,drink,0
-22.140745,36.46851,drink,0
15.999416,40.172672,drink,4
12.508124,14.123126,drink,4
7.6658688,38.686916,drink,4
27.858147,38.606506,drink,4
14.812312,18.617315,drink,4
19.461288,50.56898,drink,4
24.518414,23.902817,drink,4
28.663591,23.597406,drink,4
-15.525701,37.053852,drink,4
15.8562765,21.278824,drink,4
13.961698,49.680397,drink,4
-19.22223,42.457428,drink,4
-13.693014,36.360157,drink,0
15.335509,37.560387,drink,4
14.591942,18.380707,drink,4
8.489863,20.980566,drink,0
21.162529,40.5579,drink,4
41.78917,40.736217,drink,2
24.64161,49.957882,drink,4
41.81503,40.27816,drink,2
20.765558,49.46869,drink,4
-23.040611,44.90097,drink,4
19.474081,28.32921,drink,0
-15.757131,40.381878,drink,4
13.357226,50.225132,drink,4
26.140034,32.754063,drink,4
24.159754,47.863667,drink,4
0.57182807,24.383173,drink,4
21.969513,16.170929,drink,0
13.940086,22.768808,drink,4
-40.58234,-15.465047,drink,0
41.47473,49.1118,drink,4
-27.819214,-28.743496,drink,0
20.324747,53.360104,drink,4
-77.01999,7.7616415,drink,0
49.037876,59.66022,drink,4
14.853974,29.007692,drink,4
-49.776703,-30.108421,drink,0
22.251213,26.97954,drink,4
14.870745,46.738575,drink,4
4.6455274,53.822372,drink,4
16.189064,47.506325,drink,4
40.14764,52.24139,drink,4
31.822826,9.910403,drink,4
-25.563435,41.867825,drink,0
36.95718,26.932522,drink,4
-20.651363,36.047424,drink,0
46.451366,23.13867,drink,3
0.0076036546,31.434683,drink,4
21.22788,39.443504,drink,4
16.431986,13.172351,drink,4
41.448498,40.912018,drink,2
25.502584,49.381832,drink,4
26.388763,47.144127,drink,4
20.166967,21.00356,drink,4
31.345695,12.185968,drink,2
40.67988,25.897724,drink,4
23.927303,31.781477,drink,4
20.340878,39.561558,drink,4
22.477297,28.692053,drink,4
54.24212,59.006638,drink,4
39.11971,19.636913,drink,4
38.358673,20.003096,drink,4
11.141317,28.34133,drink,4
22.172474,13.3177395,drink,4
17.123701,43.02348,drink,4
5.1116195,40.10728,drink,4
26.077599,46.447987,drink,4
20.368124,34.496887,drink,4
-21.769081,35.422543,drink,4
22.61169,13.732211,drink,2
34.578457,36.66721,drink,4
-21.525042,31.965729,drink,0
28.430971,32.93165,drink,2
41.059395,40.576538,drink,2
-3.4419563,39.523376,drink,4
12.37611,36.18524,drink,4
25.44786,6.403162,drink,4
-4.5625706,18.341307,drink,0
28.293829,41.00166,drink,4
6.557247,16.426165,drink,4
25.629143,17.64095,drink,4
21.918192,37.102364,drink,4
-0.93515265,32.93856,drink,4
40.445328,36.675594,drink,4
19.98662,18.459194,drink,0
15.065772,32.99659,drink,4
-63.77298,-29.361855,drink,0
10.891864,-33.427177,drink,2
32.614998,38.810356,drink,4
42.366417,29.408724,drink,3
14.02659,16.106943,drink,4
10.712926,29.22164,drink,4
31.895794,44.059353,drink,4
41.47473,49.1118,drink,4
7.6042604,28.354752,drink,4
24.64342,49.978096,drink,4
23.023153,26.866632,drink,4
44.61848,32.453922,drink,4
-1.1702085,21.550344,drink,4
-32.64272,-12.73828,drink,0
28.513302,21.420458,drink,4
-4.338237,38.517406,drink,4
22.292278,42.25146,drink,4
11.472059,31.588306,drink,4
3.2316537,45.96272,drink,4
19.209843,48.585762,drink,4
13.015512,27.907349,drink,4
7.1398563,41.4057,drink,4
-26.171997,-30.037018,drink,0
-12.474528,5.140507,drink,4
1.2525454,24.637619,drink,4
27.214182,28.11463,drink,4
9.666666,32.29572,drink,4
23.595808,25.124454,drink,4
30.741652,35.01202,drink,4
32.605343,29.703962,drink,4
-30.491617,-29.410793,drink,0
24.044437,21.099062,drink,4
17.875473,7.2105727,drink,4
25.05199,49.372337,drink,4
38.862335,34.02571,drink,4
27.315376,23.771605,drink,4
16.923056,17.320248,drink,0
21.09228,36.669315,drink,4
20.536127,34.845497,drink,4
35.76047,22.73938,drink,4
21.912527,25.536776,drink,4
3.7338865,29.123055,drink,4
26.244673,42.740906,drink,4
-15.878206,16.739536,drink,4
-20.966814,34.723194,drink,0
41.288136,32.97696,drink,4
-19.605295,16.20478,drink,0
43.75996,31.955914,drink,3
14.411133,21.24797,drink,4
-33.20612,-12.03228,drink,0
27.207458,14.078266,drink,4
14.995184,39.41268,drink,4
15.966863,22.769894,drink,4
16.24044,27.148487,drink,4
10.597537,-37.856632,drink,2
26.627222,32.08823,drink,4
19.27512,22.7367,drink,4
-5.4925437,27.160526,drink,1
10.26785,22.04496,drink,4
25.772156,24.144794,drink,2
14.189034,30.124063,drink,4
17.251368,34.0876,drink,4
32.16308,21.14331,drink,4
54.23677,59.86143,drink,4
41.004253,26.879557,drink,4
28.809399,27.011494,drink,0
17.948683,10.602378,drink,2
10.793022,-1.5119283,drink,4
30.88136,37.0403,drink,4
-30.00024,-30.765104,drink,0
22.256535,5.937285,drink,4
11.810341,16.149044,drink,4
21.422953,48.713577,drink,4
31.713373,26.597979,drink,4
23.6709,28.631187,drink,4
2.5966225,51.751266,drink,4
36.786285,36.801582,drink,4
-23.902346,41.10807,drink,4
25.444796,26.175966,drink,4
23.852182,33.283726,drink,4
-19.597551,37.349747,drink,4
40.31664,52.045334,drink,4
3.732145,16.722574,drink,4
40.095726,51.9877,drink,4
38.995583,28.440151,drink,4
17.554403,25.805878,drink,4
34.914375,29.848564,drink,4
3.3285525,25.36158,drink,4
27.058186,36.826954,drink,4
-32.935356,-27.677523,drink,0
-17.184826,37.259647,drink,4
17.423388,28.726194,drink,4
3.9285867,-36.671207,drink,2
26.982065,50.7799,drink,4
-2.0946279,39.662807,drink,4
6.4981217,23.57741,drink,4
-35.638824,-12.456658,drink,0
41.06254,40.358746,drink,2
4.396342,27.77621,drink,4
27.85041,35.16191,drink,4
23.667816,39.67605,drink,4
44.961945,20.846264,drink,4
3.593338,45.74487,drink,4
20.226124,38.384277,drink,4
27.633863,26.998316,drink,4
34.9754,33.259407,drink,4
14.218375,11.250199,drink,4
23.920536,51.449898,drink,0
18.84916,46.147392,drink,4
6.7326894,42.186996,drink,0
25.7478,49.951435,drink,4
18.347012,38.407738,drink,4
22.851133,31.386303,drink,4
3.4191058,3.308686,drink,4
21.541126,44.817757,drink,4
-10.409961,40.277378,drink,4
4.8008676,30.42472,drink,4
5.7302275,25.77462,drink,4
24.482512,25.083649,drink,4
25.466022,51.670666,drink,4
1.5806857,-37.178753,drink,2
6.1737823,27.382805,drink,4
19.421509,31.118874,drink,4
13.614803,-7.8714285,drink,4
24.699492,49.614815,drink,4
7.4028006,17.448944,drink,4
14.93625,28.435974,drink,4
28.430902,32.9315,drink,2
5.656178,19.539839,drink,4
8.843767,27.307611,drink,4
8.10362,44.205055,drink,4
32.73179,58.252823,drink,4
-1.7403023,14.80775,drink,4
22.91054,34.994656,drink,4
9.74391,24.09282,drink,4
27.65003,32.406147,drink,4
2.4029584,-7.202807,drink,4
7.382424,24.373896,drink,4
13.415402,31.248173,drink,4
14.84502,29.235806,drink,4
7.2411013,17.13791,drink,4
35.61981,47.439575,drink,4
28.559568,36.415066,drink,4
23.13429,37.244144,drink,4
54.24212,59.006638,drink,4
11.394438,29.778267,drink,4
19.601645,36.810425,drink,4
14.218375,11.250199,drink,4
29.357845,18.781464,drink,4
30.289148,22.218504,drink,4
26.165289,44.534397,drink,4
1.8695914,26.009226,drink,4
21.86932,40.07675,drink,4
-0.23551162,33.782875,drink,4
54.24212,59.006638,drink,4
33.715458,19.623165,drink,4
7.2886295,41.702633,drink,4
23.479534,37.15618,drink,4
41.520924,40.05995,drink,2
29.278395,25.294788,drink,4
17.888985,37.89765,drink,4
2.4432049,45.149006,drink,4
5.046719,23.362263,drink,4
-12.861971,11.890144,drink,4
8.533393,24.139162,drink,4
29.338001,19.873583,drink,4
19.592352,50.502415,drink,4
14.717884,48.72335,drink,4
17.000557,60.205757,drink,4
-2.0309854,17.05426,drink,4
19.348768,50.629074,drink,4
30.775038,33.147835,drink,4
24.89556,21.79721,drink,4
28.334639,28.59754,drink,4
4.788084,23.335236,drink,4
22.53308,11.564406,drink,4
16.736366,30.304562,drink,4
25.940939,12.027615,drink,4
10.467402,29.13855,drink,4
39.526672,41.350754,drink,4
28.295868,41.013844,drink,4
54.23677,59.86143,drink,4
-26.264051,37.225365,drink,0
-71.12395,-1.2382904,drink,0
14.777045,24.82857,drink,4
6.1457677,28.14289,drink,4
40.995163,26.7894,drink,4
12.6148815,13.516613,drink,4
8.284881,31.143011,drink,4
3.1221266,28.129374,drink,4
12.095072,37.539093,drink,4
11.469783,32.10181,drink,4
28.296125,41.013958,drink,4
27.330761,27.716505,drink,4
32.48464,29.871515,drink,4
17.724142,46.951523,drink,4
6.049701,27.300062,drink,4
28.125704,42.92327,drink,4
11.127651,42.666695,drink,4
35.01208,43.75206,drink,4
14.576877,43.050755,drink,4
20.09173,51.169918,drink,4
41.276474,40.108322,drink,2
8.885413,22.211191,drink,4
28.125456,30.136545,drink,4
17.278858,20.246706,drink,4
28.430458,32.931896,drink,2
-15.916535,36.352654,drink,0
21.505316,27.288403,drink,4
24.738735,5.044278,drink,4
24.81079,50.250713,drink,4
27.216894,22.772633,drink,4
23.050169,18.298117,drink,4
54.23677,59.86143,drink,4
38.81809,39.197796,drink,4
24.153505,4.366588,drink,4
30.602398,24.544415,drink,4
-12.826854,9.193252,drink,0
4.000883,53.3149,drink,0
26.008598,33.75725,drink,4
9.100046,34.85614,drink,4
-3.5547893,39.988644,drink,4
20.110462,51.132965,drink,4
-9.541479,39.938118,drink,4
-28.61225,39.586792,drink,0
24.147356,21.680021,drink,0
4.176472,22.563744,drink,4
31.047306,32.970848,drink,4
19.819828,50.514545,drink,4
23.23756,30.87304,drink,4
32.308563,45.452274,drink,4
38.84748,-9.060283,drink,2
-24.966007,42.331875,drink,4
24.650494,36.101845,drink,4
9.168008,13.298967,drink,4
21.308876,50.714832,drink,4
6.997232,23.94565,drink,4
7.383668,28.951,drink,4
12.681692,-9.959059,drink,4
28.86997,27.417316,drink,4
54.23677,59.86143,drink,4
-16.365282,32.63661,drink,4
19.361706,20.705452,drink,4
0.68274903,28.712046,drink,4
-11.5638,26.799875,drink,4
-8.996686,39.43774,drink,0
26.659546,27.160208,drink,4
21.027908,29.316027,drink,4
40.095726,51.9877,drink,4
1.3858849,1.492906,drink,4
54.23677,59.86143,drink,4
11.42811,55.150486,drink,4
4.6455274,53.822372,drink,4
31.99261,20.948118,drink,2
41.10317,40.264328,drink,2
27.857344,21.727978,drink,4
11.347704,19.971323,drink,4
23.771631,30.164572,drink,4
5.637836,24.847246,drink,4
3.4611113,43.654343,drink,4
35.08378,30.078194,drink,4
53.50839,59.424904,drink,4
36.272907,17.828222,drink,4
35.61981,47.439575,drink,4
21.919342,38.847633,drink,4
3.3934681,29.963522,drink,4
9.951581,30.631758,drink,4
20.839096,29.806189,drink,4
37.39616,21.031456,drink,4
26.016356,22.463724,drink,4
5.341151,9.05505,drink,4
10.085512,16.114685,drink,4
31.934761,40.536674,drink,4
12.647381,29.342817,drink,4
36.54984,37.014713,drink,4
-31.059105,47.19911,drink,4
41.47475,49.11187,drink,4
17.24214,34.12146,drink,4
25.76515,49.67295,drink,4
26.435177,35.73923,drink,4
12.328355,18.13444,drink,4
22.434376,41.805725,drink,4
-0.7618998,29.840153,drink,0
36.213406,33.672836,drink,4
29.857803,43.82636,drink,4
39.181995,20.164557,drink,4
22.466171,18.41926,drink,2
36.89413,37.03923,drink,4
20.196531,32.367104,drink,0
37.873478,31.727411,drink,4
15.041599,23.37719,drink,4
7.7550273,38.379333,drink,4
54.23677,59.86143,drink,4
1.8022699,45.304325,drink,4
42.63779,29.389702,drink,3
4.6455274,53.822372,drink,4
41.83571,40.629353,drink,2
21.386667,31.159296,drink,4
-10.679384,42.936718,drink,4
29.446203,47.21236,drink,4
16.707697,27.224485,drink,4
36.405155,18.42041,drink,4
17.502197,17.05503,drink,2
-3.2156646,10.959129,drink,4
-18.101551,33.387215,drink,4
22.557245,39.27237,drink,4
-4.4550347,1.3738376,drink,0
-20.197807,38.596294,drink,4
32.155624,39.1062,drink,4
41.783905,40.28536,drink,2
-0.45592076,39.148685,drink,0
17.875473,7.2105727,drink,4
33.659397,26.239315,drink,4
39.206585,31.830969,drink,4
4.2913313,33.79824,drink,4
54.24212,59.006638,drink,4
44.96197,20.846294,drink,4
39.800076,19.53719,drink,3
11.31966,23.14518,drink,4
1.6830415,33.465073,drink,4
12.945257,43.69366,drink,4
25.634846,50.25588,drink,4
22.412474,40.29747,drink,4
13.045431,36.36633,drink,4
24.744839,20.176512,drink,4
35.291595,42.401684,drink,4
14.743061,15.145212,drink,4
15.406357,39.484924,drink,4
17.732893,10.9454565,drink,2
-30.57017,-1.9245781,drink,0
20.652874,-29.293976,drink,2
25.180605,13.634204,drink,4
10.521719,60.505226,drink,4
41.14811,40.74599,drink,2
-17.478182,16.437338,drink,0
-25.685276,-29.970146,drink,0
29.365324,29.32178,drink,4
4.234545,17.17676,drink,4
32.313976,42.386566,drink,4
40.30551,36.874207,drink,4
29.716188,26.006184,drink,4
20.1935,31.55015,drink,4
17.996223,38.6574,drink,4
-23.738369,39.577816,drink,0
6.2592654,34.127155,drink,4
36.177464,20.303669,drink,4
11.220607,28.178858,drink,4
23.807684,19.862558,drink,4
24.704227,33.775074,drink,4
26.852446,24.523739,drink,4
17.541555,47.06801,drink,4
32.73093,58.249893,drink,4
-18.833769,37.023235,drink,4
-17.85011,43.05656,drink,4
6.6453156,31.410942,drink,4
15.761144,26.740162,drink,4
18.08275,20.280245,drink,4
1.9955468,48.02302,drink,4
13.512151,41.502113,drink,4
-13.921348,38.000187,drink,0
24.42206,22.979294,drink,4
45.24967,25.85632,drink,4
11.97668,45.279232,drink,4
40.575108,11.364105,drink,4
31.920813,42.70562,drink,4
21.101925,40.06001,drink,4
18.684258,53.0504,drink,4
12.086466,-6.372623,drink,4
10.504319,32.419548,drink,4
29.716051,40.258583,drink,4
30.70303,47.03036,drink,4
25.835424,20.868195,drink,4
-11.485988,12.298566,drink,0
29.835354,43.375267,drink,4
34.986553,41.010708,drink,4
-3.2226183,31.200535,drink,4
-4.4413133,29.619347,drink,4
32.73179,58.252823,drink,4
13.32527,41.444523,drink,4
36.70577,36.795677,drink,4
-29.923557,-31.917526,drink,0
2.9929118,47.321327,drink,0
-23.37116,38.914783,drink,4
16.789478,35.784527,drink,4
3.5665715,23.102957,drink,4
9.6777,29.028402,drink,4
39.96805,44.146984,drink,4
-27.833261,40.954727,drink,0
10.229562,22.389593,drink,4
18.620823,32.72226,drink,4
36.72546,36.79051,drink,4
32.46456,48.771805,drink,4
54.24212,59.006638,drink,4
35.19872,14.233401,drink,4
25.10343,50.392395,drink,4
19.229624,30.877691,drink,4
33.857006,31.701159,drink,4
-5.395828,15.097649,drink,4
34.99524,43.664913,drink,4
10.430852,31.531593,drink,4
49.037876,59.66022,drink,4
14.438439,48.777546,drink,4
25.682371,32.15221,drink,4
12.362313,23.858418,drink,4
3.0261123,27.75357,drink,4
20.612457,25.223621,drink,4
49.037876,59.66022,drink,4
31.34586,32.269688,drink,4
21.339722,34.92834,drink,4
32.736206,11.336787,drink,4
6.283521,34.034077,drink,4
30.265987,27.251667,drink,4
28.890654,14.89215,drink,4
32.398174,48.73065,drink,4
2.8420432,20.453938,drink,4
34.436535,22.564024,drink,4
29.698042,10.235721,drink,2
20.9809,31.38412,drink,4
-30.2385,-30.598885,drink,0
12.590025,-3.4392176,drink,4
1.6564273,30.60801,drink,4
24.691006,39.189823,drink,4
-2.6707735,43.935432,drink,4
15.336615,33.178074,drink,4
